index,topic,label,length,sentiment,content
269,Undefined,0,79,neutral,A photograph shows two women getting golf lessons from a robot golf instructor.
270,Undefined,0,117,positive,"If you sign up for Equifax's credit-monitoring service, you cannot join any class-action lawsuit against the company."
271,Undefined,0,78,negative,Ramad Chatman was given a jail sentence for a crime of which he was acquitted.
272,Undefined,0,120,negative,Speaker of the House Nancy Pelosi said: 'Just because someone is here illegally doesn't mean they broke any of our laws.
273,Undefined,0,248,positive,"Soviet leader Nikita Khrushchev said: 'We cannot expect the Americans to jump from capitalism to communism, but we can assist their elected leaders in giving Americans small doses of socialism, until they suddenly awake to find they have communism."
274,Undefined,0,71,positive,List details changes made to the Social Security system over the years.
275,Undefined,0,124,negative,An account accurately describes the rapes and murders of Christopher Newsom and Channon Christian and the reporting thereof.
276,Undefined,0,78,negative,Ace Hardware is refusing to sell propane to Dakota Access pipeline protesters.
277,Undefined,0,144,neutral,"A photograph shows U.S. House Speaker Nancy Pelosi with President John F. Kennedy, with whom she supposedly 'had an affair for seven long years."
278,Undefined,0,134,negative,"In four Customs and Border Protection sectors where physical barriers have been expanded, illegal traffic has dropped by at least 90%."
279,Undefined,0,88,neutral,Dan Rather has come out of retirement as a newsman to 'topple' the Trump administration?
280,Undefined,0,120,neutral,The royal family's official town crier announced the birth of Prince William and the Duchess of Cambridge's third child.
281,Undefined,0,135,negative,"U.S. Supreme Court nominee Brett Kavanaugh argued that disabled people could be forced to have elective surgeries, including abortions."
282,Undefined,0,112,neutral,"During an annual congressional baseball game in the 1970s, Joe Biden hit a ball off the right-center field wall."
283,Undefined,0,99,neutral,Marco Rubio once mistook a reporter named Germán Dam for the location of an explosion in Venezuela.
284,Undefined,0,125,neutral,Some plastic straw alternatives may contain a gluten byproduct that could be harmful to people diagnosed with celiac disease.
285,Undefined,0,57,neutral,Hanging Irish Spring Soap in a mesh bag will deter flies.
286,Undefined,0,84,negative,Hillary Clinton threw a violent tantrum after losing the 2016 presidential election.
287,Undefined,0,181,positive,"WhatsApp's new terms of service as of early January 2021 allows the messaging app to share bank account information and other data with Facebook, as well as censor private messages."
288,Undefined,0,197,positive,The DEA recently classified synthetic marijuana as a legally-obtainable Schedule II drug while continuing to list plant-based marijuana as a Schedule I drug with 'no currently accepted medical use.
289,Undefined,0,111,positive,"Organ donations occur while the donor is still alive, paralyzed by intravenous medication but not anesthetized."
290,Undefined,0,217,negative,"That Hillary Clinton opposed sanctions against Russia because of speaking fees her husband received from a Russian bank, and that the Clinton campaign used undue influence to kill a Bloomberg story about the incident."
291,Undefined,0,134,negative,20 percent of women killed in Intimate Partner Homicides (IPH) who had restraining orders were killed within two days of obtaining it.
292,Undefined,0,66,positive,A sculpture 'celebrating' Saudi Arabia was erected at Ground Zero.
293,Undefined,0,128,negative,"At the time of his death in April 2018, 7-year-old Ethan Hauschultz was being punished for not memorizing thirteen Bible verses."
294,Undefined,0,81,positive,A new study proves that men who marry 'chubby women' are happier and live longer.
295,Undefined,0,65,negative,The Clinton Foundation is shutting down due to lack of donations.
296,Undefined,0,99,negative,Diners are legally obligated to pay mandatory service charges or tips which appear on their checks.
297,Undefined,0,98,positive,A Libertarian candidate for a U.S. Senate seat in Montana ended his run and endorsed a Republican.
298,Undefined,0,104,negative,"A Home Depot manager in Spokane Valley, WA, rudely refused to provide a veterans discount to a customer."
299,Undefined,0,100,negative,An immigrant put peanut butter in a little girl's sandwich causing her to have an allergic reaction.
300,Undefined,0,126,negative,"Jellyfish and lobsters are considered biologically immortal, meaning they don't age and will never die unless they are killed."
301,Undefined,0,148,negative,A traveler from Beijing was caught at Dulles International Airport with a suitcase full of dead birds that the person tried to disguise as pet food.
302,Undefined,0,124,negative,"A rapist may sue a victim for custody of a child in 31 states, but in no states may victims seek child support from rapists."
303,Undefined,0,187,negative,"In 1998, Senator Chuck Schumer was caught taking $1 million in excessive campaign contributions and failing to properly disclose $4.6 million in expenses, for which he was fined $138,000."
304,Undefined,0,77,neutral,An X-ray shows hundreds of bubble tea pearls inside a teenage girl's stomach.
305,Undefined,0,111,positive,A letter to the editor suggested that 2007's early start to Daylight Saving Time contributed to global warming.
306,Undefined,0,91,positive,"U.S. Olympic medal winners have to pay taxes of up to $9,000 for each gold medal they earn."
307,Undefined,0,101,neutral,"American president George Bush asked Brazilian president Fernando Cardoso if 'Brazil has blacks, too."
308,Undefined,0,97,negative,President Obama has used a loophole in federal statutes to cut military pay three years in a row.
309,Undefined,0,128,negative,Republicans in Texas made significant cuts to Medicaid after they were 'emboldened' by the results of the 2016 general election.
310,Undefined,0,74,negative,Turkish President Erdogan is holding 50 American nuclear weapons 'hostage.
311,Undefined,0,90,neutral,Donald Jr. and Eric Trump sold access to their father via an expensive hunting fundraiser.
312,Undefined,0,81,negative,Donald Trump stated he would contact Bill Gates to shut down or ban the internet.
313,Undefined,0,71,neutral,President Obama said that 'Muslims built the very fabric of our nation.
314,Undefined,0,74,neutral,Article lists a variety of household uses for WD-40 brand spray lubricant.
315,Undefined,0,185,neutral,A study published in 2011 and widely circulated in September 2021 found that 85% of men treated with ivermectin for a tropical disease known as river blindness were found to be sterile.
316,Undefined,0,168,negative,A lack of media attention regarding a $12 billion reduction to the national debt during President Trump's first month in office is attributable to biased news coverage.
317,Undefined,0,186,negative,A woman was charged with negligent homicide after a car traveling 94 MPH driven by an off-duty police officer crashed into the SUV in which she was riding and killed her infant daughter.
318,Undefined,0,143,positive,List summarizes what proportions of common traits would be like if we could shrink the earth's population to a village of precisely 100 people.
319,Undefined,0,144,positive,Actor Paul Rudd pranked Seth Rogen by sneaking in and pretending to be his masseuse while Seth Rogen was getting a massage in a Las Vegas hotel.
320,Undefined,0,70,positive,New research suggests that Marmite helps combat premature ejaculation.
321,Undefined,0,113,negative,A bill before the Ohio Legislature would allow students to give wrong answers because of their religious beliefs.
322,Undefined,0,192,neutral,"After FBI Director Jim Comey announced that he was reviewing e-mails potentially linked to Hillary Clinton, several states announced that they were allowing people to change their early votes."
323,Undefined,0,140,negative,"Julie Jenkins Fancelli, heiress to the Publix supermarket chain, donated $300,000 to help fund the riot at the U.S. Capitol on Jan. 6, 2021."
324,Undefined,0,67,neutral,A video shows Prime Minister Shinzo Abe rolling down a golf bunker.
325,Undefined,0,136,positive,Democratic Party lawmakers were 'partying' at a Puerto Rican retreat scheduled in the middle of the partial federal government shutdown.
326,Undefined,0,57,neutral,Cow farts are a major source of greenhouse gas emissions.
327,Undefined,0,106,negative,"In 2017, 'Muslim immigrants' committed 11,000 out of 13,000 total knife crime offences in London, England."
328,Undefined,0,85,negative,The Red Cross blocked the distribution of 400 hamburgers to Harvey evacuees in Texas.
329,Undefined,0,116,negative,A group of Danish students proved that Wi-Fi signals harm human health in a study involving routers and cress seeds.
330,Undefined,0,86,negative,A student with a concealed handgun stopped a mass stabbing at the University of Texas.
331,Undefined,0,147,positive,"After the Orlando shooting, President Obama recruited Laila Alawa to serve on an anti-violent extremism Department of Homeland Security task force."
332,Undefined,0,136,positive,NFL players did not stand for the national anthem until the Defense Dept. started paying the league to stage patriotic displays in 2009.
333,Undefined,0,106,neutral,The pharmacy-store chain CVS is a 'major donor' to U.S. President Donald Trump's 2020 reelection campaign.
